id,calories,proteins,fat,carbohydrate,name,suitable for diabetes,glucose
342,345.0,12.0,1.5,71.5,Emping (kerupuk melinjo),0,707.85
343,403.0,10.6,2.2,85.3,Emping beras,0,844.47
344,355.0,17.8,4.6,60.7,Emping komak,0,600.9300000000001
345,122.0,3.5,4.5,17.5,Encung asam segar,1,173.25
346,538.0,13.6,30.3,52.6,Enting-enting gepuk hello kity,0,520.74
347,524.0,13.3,29.2,52.0,Enting-enting gepuk kacang tanah,0,514.8000000000001
348,565.0,18.2,38.4,36.8,Enting-enting wijen,1,364.32
349,70.0,0.6,0.0,18.9,Erbis,1,187.10999999999999
350,210.0,4.0,12.5,20.6,Es krim,1,203.94000000000003
351,156.7,3.0,1.7,32.7,Es Krim (Coconut milk) ,1,323.7300000000001
352,152.0,0.0,0.0,37.6,Es Mambo ,1,372.24000000000007
353,44.8,0.0,0.0,11.3,Es Sirup ,1,111.87000000000002
354,270.0,12.3,15.9,19.3,Fillet o-fish,1,191.07000000000005
355,322.0,2.4,0.6,76.6,Gadeng/Gadung kering,0,758.34
356,137.0,6.1,3.2,21.0,Gado-gado,1,207.9
357,88.0,0.8,0.3,20.9,Gadung kukus,1,206.91000000000003
358,101.0,2.1,0.2,23.2,Gadung mentah,1,229.68
359,88.0,0.6,0.3,20.9,Gadung ubi kukus,1,206.91000000000003
360,100.0,0.9,0.3,23.5,Gadung ubi segar,1,232.65
361,18.0,0.8,0.2,4.1,Gambas (Oyong),1,40.589999999999996
362,13.0,0.3,0.6,1.6,Gambas lodeh,1,15.840000000000002
363,68.0,0.7,0.1,18.0,Gandaria,1,178.20000000000002
364,100.0,0.8,0.2,23.8,Ganyong kukus,1,235.62000000000003
365,95.0,1.0,0.1,22.6,Ganyong mentah,1,223.74000000000004
366,100.0,0.8,0.2,23.8,Ganyong rebus,1,235.62000000000003
367,77.0,0.6,0.2,18.4,Ganyong segar,1,182.16
368,338.0,1.5,0.7,81.3,Gaplek,0,804.8700000000001
369,191.0,4.5,1.5,39.7,Gatep segar,1,393.0300000000001
370,347.0,1.3,0.7,83.8,Gatot,0,829.6200000000001
371,195.0,0.4,1.7,44.4,Geblek,1,439.56000000000006
372,389.0,0.0,0.0,91.0,Gelatine,0,900.9000000000001
373,95.0,1.5,0.1,22.4,Gembili,1,221.76
374,131.0,1.1,0.2,31.3,Gembili ubi segar,1,309.87000000000006
375,274.0,1.7,5.4,55.5,Gemblong,0,549.45
376,407.0,6.4,28.2,32.0,Gendar goreng,1,316.8
377,35.0,1.7,0.2,7.7,Genjer segar,1,76.23
378,350.0,1.4,14.4,53.6,Geplak,0,530.6400000000001
379,462.0,3.1,24.4,57.7,Geplak jahe,0,571.23
380,75.0,8.2,2.0,6.0,Gete kuah asam masakan,1,59.400000000000006
381,360.0,1.3,6.4,74.3,Getuk goreng,0,735.57
382,171.4,4.0,4.0,32.0,Getuk Lindri ,1,316.8
383,144.0,1.1,0.4,34.1,Getuk pisang,1,337.59000000000003
384,204.0,0.5,1.4,47.4,Getuk singkong,1,469.26
385,114.0,16.3,4.6,0.8,Ginjal Babi,1,7.920000000000001
386,105.0,16.6,3.3,1.0,Ginjal Domba,1,9.9
387,141.0,15.0,8.1,0.9,Ginjal Sapi,1,8.91
388,53.0,1.6,1.6,8.8,Gudeg ,1,87.12000000000002
389,160.0,3.3,9.2,16.0,Gudeg sayur,1,158.4
390,368.0,0.0,0.0,95.0,Gula Aren,0,940.5000000000001
391,386.0,3.0,10.0,76.0,Gula Kelapa,0,752.4000000000001
392,356.0,0.4,0.5,90.6,Gula Merah Tebu belum dimurnikan,0,896.9399999999999
393,394.0,0.0,0.0,94.0,Gula putih,0,930.6
394,52.0,10.0,0.5,1.8,Gulai asam keueung masakan,1,17.82
395,106.0,16.5,3.3,2.5,Gulai ikan masakan,1,24.75
396,148.0,10.0,9.8,5.0,Gulai ikan paya masakan,1,49.5
397,126.0,4.2,9.4,6.2,Gulai kambing,1,61.38000000000001
398,110.0,5.9,8.2,3.2,Gulai keumamah masakan,1,31.680000000000003
399,143.0,4.0,11.4,6.0,Gulai pakis,1,59.400000000000006
400,176.0,7.3,14.9,3.2,Gulai pliek,1,31.680000000000003
401,132.0,9.0,7.2,7.8,Gulai tiram masakan,1,77.22
402,192.0,12.7,10.1,12.7,Gurame asem manis masakan,1,125.73
403,218.0,0.5,2.5,48.5,Gurandil,1,480.15000000000003
404,389.0,16.9,35.0,0.3,Ham,1,2.97
405,65.0,10.0,1.0,3.5,Hangop,1,34.650000000000006
406,134.0,19.7,4.8,1.7,Hati Babi,1,16.830000000000002
407,136.0,19.7,3.2,6.0,Hati Sapi,1,59.400000000000006
408,390.0,14.2,7.4,68.2,Havermout,0,675.1800000000001
409,127.0,1.2,0.5,29.5,Hofa/Ubi hutan segar,1,292.05
410,146.0,17.7,5.9,5.6,Ikan asar merah masakan,1,55.44
411,380.0,33.6,27.5,0.0,Ikan Asin bilis goreng,1,0.0
412,456.0,46.5,24.4,0.0,Ikan Asin gabus goreng,1,0.0
413,348.0,18.7,29.5,0.0,Ikan Asin japuh goreng,1,0.0
414,193.0,42.0,1.5,0.0,Ikan Asin kering,1,0.0
415,430.0,58.2,23.6,0.0,Ikan Asin pari goreng,1,0.0
416,652.0,40.4,54.3,0.0,Ikan Asin pepetek goreng,1,0.0
417,319.0,6.9,31.7,0.0,Ikan Asin sirinding goreng,1,0.0
418,430.0,33.4,32.4,0.0,Ikan Asin teri goreng,1,0.0
419,198.0,19.0,13.0,0.0,Ikan Bader (Tawes),1,0.0
420,107.0,16.5,3.9,1.5,Ikan balong segar,1,14.850000000000001
421,112.0,20.0,1.3,3.7,Ikan bambangan segar,1,36.63
422,129.0,20.0,4.8,0.0,Ikan Bandeng,1,0.0
423,296.0,17.1,20.3,11.3,Ikan bandeng presto masakan,1,111.87000000000002
424,111.0,19.4,0.9,4.8,Ikan banjar segar,1,47.52
425,78.0,14.5,0.6,3.7,Ikan baronang segar,1,36.63
426,144.0,17.8,5.8,5.2,Ikan baung bakar,1,51.480000000000004
427,123.0,15.1,5.5,3.3,Ikan baung segar,1,32.67
428,96.0,19.0,1.7,0.0,Ikan Bawal,1,0.0
429,138.0,14.0,0.7,7.4,Ikan Bekasang,1,73.26
430,128.0,18.0,3.0,7.2,Ikan Belida bakar,1,71.28
431,80.0,14.7,1.4,2.2,Ikan Belida segar,1,21.780000000000005
432,417.0,25.9,19.4,32.0,Ikan Belut Segar goreng,1,316.8
433,82.0,6.7,1.0,10.9,Ikan Belut Segar mentah,1,107.91000000000003
434,66.0,14.0,0.0,0.0,Ikan Beunteur,1,0.0
435,90.0,14.9,2.5,2.1,Ikan biawan segar,1,20.790000000000006
436,88.0,14.2,0.7,6.2,Ikan bili segar,1,61.38000000000001
437,100.0,14.7,2.4,4.9,Ikan bubara segar,1,48.510000000000005
438,134.0,25.5,1.3,5.0,Ikan bulan-bulan segar,1,49.5
439,204.0,34.2,5.6,1.9,Ikan cakalang asap mentah,1,18.81
440,198.0,36.5,2.2,5.5,Ikan cakalang asin mentah,1,54.45
441,120.0,11.3,3.9,10.0,Ikan cakalang hati segar,1,99.0
442,116.0,11.2,1.2,10.2,Ikan cakalang jantung segar,1,100.98
443,86.0,10.2,1.1,8.7,Ikan cakalang perut segar,1,86.13
444,107.0,19.6,0.7,5.5,Ikan cakalang segar,1,54.45
445,81.0,11.4,1.9,3.8,Ikan calo/ peda mentah,1,37.62
446,101.0,11.5,4.1,4.6,Ikan daun segar,1,45.54
447,109.0,17.0,4.0,0.0,Ikan Ekor Kuning,1,0.0
448,261.0,38.1,2.3,21.9,Ikan Gabus asap mentah,1,216.81
449,292.0,58.0,4.0,0.0,Ikan Gabus kering,1,0.0
450,74.0,25.2,1.7,0.0,Ikan Gabus segar,1,0.0
451,267.0,23.1,19.4,0.2,Ikan gete goreng,1,1.9800000000000002
452,101.0,10.3,3.7,6.7,Ikan hitam segar,1,66.33000000000001
453,298.0,46.3,3.6,20.2,Ikan hiu kering,1,199.98000000000002
454,57.0,10.7,0.3,2.2,Ikan hiu segar,1,21.780000000000005
455,77.0,15.6,0.9,1.6,Ikan kacangan segar,1,15.840000000000002
456,92.0,20.0,0.7,0.0,Ikan kakap segar,1,0.0
457,82.0,11.4,1.2,6.4,Ikan kakatua segar,1,63.36000000000001
458,132.0,17.0,6.7,0.8,Ikan kapar segar,1,7.920000000000001
459,162.0,31.7,2.8,0.3,Ikan katombo asin,1,2.97
460,110.0,12.6,4.2,5.4,Ikan kawalinya segar,1,53.46000000000001
461,302.0,70.7,1.9,0.4,Ikan kayu kering,1,3.9600000000000004
462,103.0,22.0,1.0,0.0,Ikan Kembung,1,0.0
463,70.0,10.8,0.7,5.2,Ikan kima segar,1,51.480000000000004
464,147.0,17.5,6.5,5.4,Ikan Lais bakar,1,53.46000000000001
465,109.0,22.0,1.7,0.0,Ikan Layang,1,0.0
466,82.0,18.0,1.0,0.4,Ikan layur segar,1,3.9600000000000004
467,90.0,20.4,0.9,0.0,Ikan lehoma segar,1,0.0
468,252.0,19.9,19.1,0.0,Ikan Lele goreng,1,0.0
469,112.0,20.0,3.0,0.0,Ikan Lemuru,1,0.0
470,104.0,15.6,3.2,2.0,Ikan lidah segar,1,19.8
471,258.0,40.3,2.3,18.9,Ikan lomak asin mentah,1,187.10999999999999
472,99.0,20.6,1.4,0.9,Ikan malalugis segar,1,8.91
473,86.0,16.0,2.0,0.0,Ikan Mas,1,0.0
474,188.0,19.3,12.2,0.0,Ikan Mas goreng,1,0.0
475,209.0,15.2,11.3,11.8,Ikan Mas pepes,1,116.82000000000002
476,97.0,17.9,2.0,0.4,Ikan mayong segar,1,3.9600000000000004
477,598.0,74.3,26.9,9.2,Ikan Mujair dendeng goreng,1,91.08
478,582.0,68.3,15.2,37.2,Ikan Mujair dendeng mentah,1,368.2800000000001
479,416.0,46.9,23.9,0.0,Ikan Mujair goreng,1,0.0
480,121.0,21.7,2.8,0.8,Ikan Mujair pepes,1,7.920000000000001
481,89.0,18.7,1.0,0.0,Ikan Mujair segar,1,0.0
482,154.0,16.8,5.0,10.5,Ikan nasu metti segar,1,103.95
483,125.0,21.3,3.4,2.2,Ikan oci kembung segar,1,21.780000000000005
484,152.0,17.6,6.1,6.7,Ikan Papuyu bakar,1,66.33000000000001
485,120.0,14.3,4.9,4.6,Ikan papuyu/ betok segar,1,45.54
486,144.0,17.5,6.3,4.3,Ikan Patin bakar,1,42.57000000000001
487,132.0,17.0,6.6,1.1,Ikan Patin segar,1,10.890000000000002
488,156.0,28.0,4.0,2.0,Ikan peda banjar mentah,1,19.8
489,176.0,32.0,4.4,0.0,Ikan Pepetek,1,0.0
490,157.0,28.0,4.2,1.8,Ikan Pindang banjar mentah,1,17.82
491,170.0,31.0,4.2,0.0,Ikan Pindang benggol mentah,1,0.0
492,153.0,30.0,2.8,0.0,Ikan Pindang layang mentah,1,0.0
493,142.0,27.0,3.0,0.0,Ikan Pindang selar mentah,1,0.0
494,415.0,61.3,17.6,2.9,Ikan sale lais mentah,1,28.71
495,534.0,40.2,39.3,4.9,Ikan Sale segar,1,48.510000000000005
496,284.0,34.1,9.9,14.6,Ikan saluang kering mentah,1,144.54000000000002
497,113.0,13.9,4.9,3.4,Ikan saluang segar,1,33.660000000000004
498,240.0,21.7,7.7,20.7,Ikan sanggang masakan,1,204.93
499,109.0,19.9,1.8,3.4,Ikan sarden segar,1,33.660000000000004
500,113.0,17.0,4.5,0.0,Ikan Segar,1,0.0
501,194.0,38.0,3.5,0.0,Ikan Selar kering,1,0.0
502,138.0,27.0,3.3,0.0,Ikan selar kuning cue mentah,1,0.0
503,100.0,18.8,2.2,0.0,Ikan selar segar,1,0.0
504,289.0,38.0,14.0,0.0,Ikan Sepat kering,1,0.0
505,84.0,15.2,0.6,4.7,Ikan sepat segar,1,46.53000000000001
506,81.0,11.4,1.9,3.8,Ikan sidat segar,1,37.62
507,199.0,34.1,3.8,7.1,Ikan sunu asin mentah,1,70.29
508,111.0,13.3,3.4,6.7,Ikan sunu segar,1,66.33000000000001
509,88.0,15.9,0.9,4.1,Ikan tahuman segar,1,40.589999999999996
510,96.0,19.5,1.1,2.0,Ikan tarmon segar,1,19.8
511,95.0,15.8,0.7,6.5,Ikan telan segar,1,64.35000000000001
512,358.0,20.7,26.4,9.4,Ikan telur asin mentah,1,93.06000000000002
513,204.0,16.0,15.0,0.0,Ikan Tembang,1,0.0
514,101.0,15.1,4.1,1.0,Ikan tempahas segar,1,9.9
515,316.0,60.1,6.5,22.4,Ikan tepung mentah,1,221.76
516,98.0,19.6,1.7,1.0,Ikan terbang segar,1,9.9
517,277.0,60.0,2.3,1.8,Ikan Teri bubuk,1,17.82
518,170.0,33.4,3.0,0.0,Ikan Teri kering,1,0.0
519,331.0,68.7,4.2,0.0,Ikan Teri Kering tawar,1,0.0
520,144.0,32.5,0.6,0.0,Ikan Teri Nasi kering,1,0.0
521,74.0,10.3,1.4,4.1,Ikan teri segar,1,40.589999999999996
522,347.0,48.8,6.4,19.6,Ikan Teri tepung,1,194.04000000000002
523,82.0,17.4,0.4,2.3,Ikan titang segar,1,22.77
524,100.0,13.7,1.5,8.0,Ikan tongkol segar,1,79.2
525,96.0,19.2,2.0,0.2,Ikan turi segar,1,1.9800000000000002
526,474.0,7.6,21.6,62.3,Intip goreng,0,616.77
527,496.0,30.3,33.5,18.4,Itik alabio daging dendeng mentah,1,182.16
528,156.0,2.7,1.3,33.3,Jagung grontol,1,329.67
529,361.0,8.7,4.5,72.4,Jagung Kuning giling,0,716.7600000000001
530,129.0,4.1,1.3,30.3,Jagung Kuning muda,1,299.97
531,307.0,7.9,3.4,63.6,Jagung Kuning pipil baru,0,629.6400000000001
532,366.0,9.8,7.3,69.1,Jagung kuning pipil kering mentah,0,684.09
533,355.0,9.2,3.9,73.7,Jagung Kuning pipil lama,0,729.6300000000001
534,154.0,3.8,3.5,28.4,Jagung kuning pipil rebus,1,281.16
535,140.0,4.7,1.3,33.1,Jagung Kuning segar,1,327.69000000000005
536,355.0,9.2,3.9,73.7,Jagung kuning tepung,0,729.6300000000001
537,35.0,2.2,0.1,7.4,Jagung muda,1,73.26
538,147.0,5.1,0.7,31.5,Jagung muda kuning mentah,1,311.85
539,142.0,5.0,0.7,30.3,Jagung muda rebus,1,299.97
540,367.0,6.2,5.1,76.2,Jagung pipil var. harapan kering,0,754.3800000000001
541,368.0,5.5,4.6,78.0,Jagung pipil var. metro kering,0,772.2
542,361.0,8.7,4.5,72.4,Jagung Putih giling,0,716.7600000000001
543,129.0,4.1,1.3,30.3,Jagung Putih muda,1,299.97
544,307.0,7.9,3.4,63.6,Jagung Putih pipil baru,0,629.6400000000001
545,355.0,9.2,3.9,73.7,Jagung Putih pipil lama,0,729.6300000000001
546,140.0,4.7,1.3,33.1,Jagung Putih segar,1,327.69000000000005
547,175.0,1.8,1.8,35.0,Jagung Rebus ,1,346.5
548,148.9,10.4,10.4,20.1,Jagung Sayur (tumis) ,1,198.99000000000004
549,374.0,9.4,2.2,79.1,Jagung titi,0,783.09
550,51.0,1.5,1.0,10.1,Jahe,1,99.99000000000001
551,289.0,11.0,4.0,61.0,Jali,0,603.9000000000001
552,239.0,0.5,0.6,64.5,Jam selai,0,638.5500000000001
553,286.0,48.5,9.2,2.3,Jambal goreng,1,22.77
554,46.0,0.6,0.0,11.8,Jambu Air,1,116.82000000000002
555,49.0,0.9,0.3,12.2,Jambu Biji,1,120.78
556,61.0,0.9,0.3,15.4,Jambu biji putih tidak berbiji,1,152.46
557,56.0,0.6,0.3,14.2,Jambu Bol,1,140.58
558,64.0,0.7,0.6,15.8,Jambu Monyet buah,1,156.42000000000002
559,350.0,6.2,1.4,78.2,Jampang huma mentah,0,774.1800000000001
560,45.0,2.5,3.9,0.0,Jamur Coklat (kulat siau),1,0.0
561,296.0,9.4,1.1,62.0,Jamur encik,0,613.8000000000001
562,294.0,16.0,0.9,64.6,Jamur kuping kering,0,639.54
563,21.0,3.8,0.6,0.9,Jamur kuping segar,1,8.91
564,30.0,3.5,0.2,4.0,Jamur merang segar,1,39.6
565,48.0,2.8,4.1,2.9,Jamur Putih (kulat putih),1,28.71
566,48.0,1.9,3.2,2.8,Jamur sagu,1,27.72
567,30.0,1.9,0.1,5.5,Jamur tiram segar,1,54.45
568,107.0,5.3,2.2,16.5,Jangang bintatoeng masakan,1,163.35000000000002
569,31.0,1.2,0.3,7.1,Jantung Pisang segar,1,70.29
570,500.0,1.2,25.1,67.3,Japilus,0,666.27
571,48.0,2.5,4.2,0.0,Jaruk Tigarun,1,0.0
572,334.0,9.7,3.5,73.4,Jawawut,0,726.6600000000001
573,381.7,9.5,9.5,65.8,Jenang ,0,651.4200000000001
574,192.0,5.4,0.3,40.7,Jengkol segar,1,402.93000000000006
575,48.0,0.6,0.2,12.4,Jeruk Bali,1,122.76000000000002
576,61.0,0.8,0.2,14.1,Jeruk banjar segar,1,139.59
577,44.0,0.8,0.3,10.9,Jeruk Garut,1,107.91000000000003
578,39.0,0.3,0.3,8.9,Jeruk Kalamansi segar,1,88.11000000000001
579,45.0,0.9,0.2,11.2,Jeruk Manis,1,110.88
580,37.0,0.8,0.1,12.3,Jeruk Nipis,1,121.77000000000001
581,49.0,0.7,0.2,11.1,Jeruk ragi segar,1,109.89000000000001
582,32.0,1.9,0.3,7.1,Jotang,1,70.29
583,15.0,15.2,4.3,8.8,Jukku pallu kaloa masakan,1,87.12000000000002
584,130.0,6.7,0.3,25.2,Kabau segar,1,249.48000000000002
585,133.0,1.0,0.2,32.2,Kaburan ubi segar,1,318.7800000000001
586,250.0,2.6,2.5,35.4,Kabuto,1,350.46000000000004
587,356.0,20.5,4.1,61.6,Kacang Andong,0,609.84
588,330.0,23.8,1.4,60.2,Kacang Arab,0,595.9800000000001
589,533.0,27.8,38.1,28.8,Kacang atom,1,285.12
590,341.0,30.4,3.2,51.3,Kacang babi kering,0,507.87
591,400.0,34.4,16.9,34.1,Kacang belimbing (kecipir) kering,1,337.59000000000003
592,204.0,16.9,8.8,17.5,Kacang Belimbing rebus,1,173.25
593,212.0,17.5,10.0,12.9,Kacang Belimbing tempe,1,127.71000000000001
594,118.0,4.4,1.5,21.6,Kacang beracun segar,1,213.84000000000003
595,479.0,12.7,23.2,58.9,Kacang Bogor goreng,0,583.11
596,370.0,16.0,6.0,65.0,Kacang bogor kering,0,643.5
597,161.0,7.7,2.8,27.1,Kacang Bogor rebus,1,268.29
598,165.0,7.7,3.1,27.4,Kacang bogor segar,1,271.26
599,331.0,25.0,1.0,58.0,Kacang Endel biji,0,574.2
600,129.0,12.4,0.7,18.3,Kacang ercis segar,1,181.17000000000002
601,336.0,23.1,1.7,59.5,kacang galing segar,0,589.0500000000001
602,516.0,14.7,31.1,44.4,Kacang goyang,1,439.56000000000006
603,336.0,20.7,1.4,62.0,Kacang Gude biji,0,613.8000000000001
604,316.0,20.7,1.0,58.0,Kacang gude biji kering,0,574.2
605,114.0,7.0,0.6,20.8,Kacang Gude biji muda,1,205.92000000000002
606,123.0,8.4,0.6,1.8,Kacang Gude muda,1,17.82
607,147.0,9.0,0.5,27.5,Kacang gude rebus,1,272.25000000000006
608,323.0,22.9,1.5,56.8,Kacang hijau kering,0,562.32
609,109.0,8.7,0.5,18.3,kacang hijau rebus,1,181.17000000000002
610,350.0,17.1,1.8,70.7,Kacang hijau var. bakti kering,0,699.9300000000001
611,339.0,20.8,2.1,64.6,Kacang hijau var. siwalik kering,0,639.54
612,346.0,16.6,1.7,66.1,Kacang hitam kering,0,654.39
613,345.0,22.2,1.2,62.9,Kacang Ijo,0,622.71
614,445.0,11.0,11.0,65.5,Kacang Kapri Goreng ,0,648.45
615,98.0,6.7,0.4,17.7,Kacang Kapri muda,1,175.23000000000002
616,286.0,30.2,15.6,30.1,Kacang Kedelai basah,1,297.99000000000007
617,521.0,32.2,37.7,22.9,Kacang kedelai goreng,1,226.71
618,381.0,40.4,16.7,24.9,Kacang kedelai kering,1,246.51
619,75.0,4.1,2.1,10.7,Kacang Kedelai kukus,1,105.92999999999999
620,189.0,20.2,8.2,12.7,Kacang kedelai rebus,1,125.73
621,286.0,30.2,15.6,30.1,Kacang kedelai segar,1,297.99000000000007
622,327.0,16.4,4.3,55.8,Kacang komak segar,0,552.4200000000001
623,355.0,17.0,2.5,66.0,Kacang kuning kering,0,653.4000000000001
624,346.0,16.5,1.5,66.6,Kacang lebui /iris kering,0,659.34
625,22.0,1.1,1.0,3.4,Kacang mekah polong segar,1,33.660000000000004
626,344.0,16.7,2.1,64.6,Kacang mentega kering,0,639.54
627,336.0,23.1,1.7,59.5,Kacang Merah,0,589.0500000000001
628,350.0,13.9,3.0,66.9,Kacang merah /banda kering,0,662.3100000000002
629,314.0,22.1,1.1,56.2,Kacang merah kering,0,556.3800000000001
630,158.0,10.3,0.9,28.2,Kacang Merah kering rebus,1,279.18
631,171.0,11.0,2.2,28.0,Kacang merah segar,1,277.20000000000005
632,144.0,10.0,1.0,24.7,Kacang Merah segar rebus,1,244.53000000000003
633,280.0,16.7,1.6,63.2,Kacang merah tua kering,0,625.6800000000001
634,629.0,20.4,56.3,19.8,Kacang mete/biji jambu monyet goreng,1,196.02
635,616.0,16.3,48.4,28.7,Kacang mete/biji jambu monyet segar,1,284.13
636,480.0,18.4,19.1,58.5,Kacang negara,0,579.1500000000001
637,44.0,2.7,0.3,7.8,Kacang Panjang,1,77.22
638,357.0,17.3,1.5,70.0,Kacang Panjang biji,0,693.0
639,39.0,3.0,0.6,7.6,Kacang Panjang kukus,1,75.24
640,150.0,2.5,12.5,7.0,Kacang Panjang tumis,1,69.30000000000001
641,37.0,3.1,0.2,7.9,Kacang ranti polong,1,78.21000000000001
642,484.0,8.8,26.1,57.7,Kacang sukro,0,571.23
643,488.0,25.6,25.6,59.6,Kacang Sukro Putih ,0,590.04
644,535.0,27.8,38.1,28.8,Kacang Tanah atom,1,285.12
645,564.0,25.5,44.4,25.5,Kacang tanah goreng,1,252.45000000000002
646,561.0,25.5,43.8,26.0,Kacang Tanah kacang sari,1,257.40000000000003
647,525.0,27.9,42.7,17.4,Kacang tanah kering,1,172.26
648,385.0,14.0,31.0,13.0,Kacang Tanah Rebus ,1,128.70000000000002
649,360.0,13.5,31.2,12.8,Kacang Tanah rebus berkulit,1,126.72000000000001
650,513.0,17.5,32.5,44.3,Kacang Tanah rempeyek,1,438.57000000000005
651,569.0,28.8,48.4,15.8,Kacang Tanah sangan berselaput,1,156.42000000000002
652,559.0,26.9,44.2,23.6,Kacang tanah sangan tanpa selaput,1,233.64000000000004
653,561.0,25.5,43.8,26.0,Kacang tanah sari,1,257.40000000000003
654,748.0,20.8,20.8,124.8,Kacang Telur ,0,1235.52
655,331.0,24.4,1.9,56.6,Kacang tolo / tunggak kering,0,560.34
656,138.0,10.7,1.1,22.6,Kacang tolo rebus,1,223.74000000000004
657,342.0,22.9,1.4,61.6,Kacang Tunggak (tolo),0,609.84
658,138.0,10.7,1.1,22.6,Kacang Tunggak rebus,1,223.74000000000004
659,451.0,11.2,20.2,59.7,Kacang Tunggak rempeyek,0,591.03
660,351.0,12.2,1.2,72.9,Kacang tunis kering,0,721.7100000000002
661,358.0,23.4,2.4,60.6,Kacang uci kering,0,599.94
662,354.0,12.8,1.8,69.3,Kacang urei kering,0,686.07
663,110.0,4.5,6.9,7.1,Kadada katembe,1,70.29
664,413.0,28.7,19.8,29.8,Kaholeo masakan,1,295.02
665,92.0,20.0,0.7,0.0,Kakap,1,0.0
666,66.0,2.8,6.8,3.4,Kalakai,1,33.660000000000004
667,163.0,16.5,9.0,4.1,Kalio jeroan masakan,1,40.589999999999996
668,122.0,13.8,5.7,3.9,Kalio kikil (tunjang) masakan,1,38.61
